link
/s/40556685/HP-840-G3-Refurbished-Grade-A-14-Core-i5-6200-8GB-240GB-SSD-W10-Home.html?from=featured&product_id=242010944&sponsored=listing
/s/58548031/Apple-Macbook-Pro-A1278-Refurbished-Grade-A-13-3-Core-i5-3210-4GB-240GB-SSD.html
