metric,value
eval_loss,0.703697919845581
eval_accuracy,0.7455588452997779
eval_macro_precision,0.7031702487855712
eval_macro_recall,0.6880775832134999
eval_macro_f1,0.6909869405864173
eval_neg_f1,0.6649778340721976
eval_neu_f1,0.5581557806496682
eval_pos_f1,0.8498272070373861
epoch,5.0
