step,epoch,loss
50,0.19455252918287938,0.8126
100,0.38910505836575876,0.1833
150,0.5836575875486382,0.135
200,0.7782101167315175,0.1305
250,0.9727626459143969,0.1263
300,1.1673151750972763,0.1153
350,1.3618677042801557,0.113
400,1.556420233463035,0.1101
450,1.7509727626459144,0.1147
500,1.9455252918287937,0.1099
550,2.140077821011673,0.1021
600,2.3346303501945527,0.1041
650,2.529182879377432,0.1072
700,2.7237354085603114,0.0917
750,2.9182879377431905,0.0957
800,3.11284046692607,0.0929
850,3.307392996108949,0.0876
900,3.501945525291829,0.0799
950,3.6964980544747084,0.0899
1000,3.8910505836575875,0.0839
1050,4.085603112840467,0.0758
1100,4.280155642023346,0.0737
1150,4.474708171206226,0.0702
1200,4.669260700389105,0.0762
1250,4.863813229571985,0.0751
1300,5.058365758754864,0.0582
1350,5.252918287937743,0.0549
1400,5.447470817120623,0.0529
1450,5.642023346303502,0.0598
1500,5.836575875486381,0.0513
1550,6.031128404669261,0.0465
1600,6.22568093385214,0.0386
1650,6.42023346303502,0.0419
1700,6.614785992217898,0.0404
1750,6.809338521400778,0.0406
1800,7.003891050583658,0.0411
1850,7.198443579766537,0.0306
1900,7.392996108949417,0.0316
1950,7.587548638132295,0.0308
2000,7.782101167315175,0.0266
2050,7.976653696498055,0.0291
2100,8.171206225680933,0.0241
2150,8.365758754863814,0.0225
2200,8.560311284046692,0.0258
2250,8.754863813229573,0.0265
2300,8.949416342412452,0.0258
2350,9.14396887159533,0.0216
2400,9.33852140077821,0.0187
2450,9.53307392996109,0.0204
2500,9.727626459143968,0.0195
2550,9.922178988326849,0.0226
2600,10.116731517509727,0.0204
2650,10.311284046692608,0.0167
2700,10.505836575875486,0.0155
2750,10.700389105058365,0.0175
2800,10.894941634241246,0.0175
2850,11.089494163424124,0.0153
2900,11.284046692607005,0.0144
2950,11.478599221789883,0.0143
3000,11.673151750972762,0.0133
3050,11.867704280155642,0.0118
3100,12.062256809338521,0.0119
