step,epoch,loss,f1,loss,precision,recall
35200,136.96498054474708,0.08560921996831894,0.870118845500849,0.08560921996831894,0.9369287020109689,0.812202852614897
35250,137.15953307392996,0.0,,0.0,,
35300,137.35408560311285,0.08608497679233551,0.8665540540540541,0.08608497679233551,0.9276672694394213,0.8129952456418383
35350,137.5486381322957,0.0,,0.0,,
35400,137.7431906614786,0.0869208574295044,0.8655710071639274,0.0869208574295044,0.9243924392439244,0.8137876386687797
35450,137.93774319066148,0.0,,0.0,,
35500,138.13229571984436,0.0868002325296402,0.8713798977853492,0.0868002325296402,0.9419889502762431,0.8106180665610143
35550,138.32684824902725,0.0,,0.0,,
35600,138.5214007782101,0.08714346587657928,0.8700084961767205,0.08714346587657928,0.9377289377289377,0.8114104595879557
35650,138.715953307393,0.0,,0.0,,
35700,138.91050583657588,0.08719658851623535,0.8642495784148397,0.08719658851623535,0.9234234234234234,0.812202852614897
35750,139.10505836575877,0.0,,0.0,,
35800,139.29961089494162,0.08770770579576492,0.8669201520912547,0.08770770579576492,0.9285067873303168,0.8129952456418383
35850,139.4941634241245,0.0,,0.0,,
35900,139.6887159533074,0.08846620470285416,0.8673166596015262,0.08846620470285416,0.9325432999088423,0.8106180665610143
35950,139.88326848249028,0.0001,,0.0001,,
36000,140.07782101167317,0.08857197314500809,0.869047619047619,0.08857197314500809,0.9376146788990826,0.8098256735340729
36050,140.27237354085602,0.0,,0.0,,
36100,140.4669260700389,0.0888497605919838,0.8686782830429239,0.0888497605919838,0.9367552703941339,0.8098256735340729
36150,140.6614785992218,0.0,,0.0,,
36200,140.85603112840468,0.08935613185167313,0.867572156196944,0.08935613185167313,0.9341864716636198,0.8098256735340729
36250,141.05058365758754,0.0,,0.0,,
36300,141.24513618677042,0.08920273184776306,0.8695282617934552,0.08920273184776306,0.9376718606782768,0.8106180665610143
36350,141.4396887159533,0.0001,,0.0001,,
36400,141.6342412451362,0.08780685812234879,0.8654576128215943,0.08780685812234879,0.9251577998196574,0.8129952456418383
36450,141.82879377431905,0.0001,,0.0001,,
36500,142.02334630350194,0.08770894259214401,0.8686440677966102,0.08770894259214401,0.9335154826958105,0.812202852614897
36550,142.21789883268482,0.0,,0.0,,
36600,142.4124513618677,0.08777178078889847,0.8679085520745131,0.08777178078889847,0.9318181818181818,0.812202852614897
36650,142.6070038910506,0.0001,,0.0001,,
36700,142.80155642023345,0.08713386207818985,0.8713798977853492,0.08713386207818985,0.9419889502762431,0.8106180665610143
36750,142.99610894941634,0.0,,0.0,,
36800,143.19066147859922,0.0872812420129776,0.8713798977853492,0.0872812420129776,0.9419889502762431,0.8106180665610143
36850,143.3852140077821,0.0,,0.0,,
36900,143.57976653696497,0.08782550692558289,0.8655959425190194,0.08782550692558289,0.927536231884058,0.8114104595879557
36950,143.77431906614785,0.0,,0.0,,
37000,143.96887159533074,0.08929352462291718,0.8647281921618205,0.08929352462291718,0.9234923492349235,0.8129952456418383
37050,144.16342412451363,0.0001,,0.0001,,
37100,144.3579766536965,0.08862106502056122,0.8650693568726356,0.08862106502056122,0.9212175470008953,0.8153724247226625
37150,144.55252918287937,0.0001,,0.0001,,
37200,144.74708171206225,0.08833935111761093,0.8653440270156183,0.08833935111761093,0.9259259259259259,0.812202852614897
37250,144.94163424124514,0.0,,0.0,,
37300,145.13618677042803,0.08841530233621597,0.8671742808798647,0.08841530233621597,0.9301270417422868,0.812202852614897
37350,145.33073929961088,0.0,,0.0,,
37400,145.52529182879377,0.08838237076997757,0.8685326547921968,0.08838237076997757,0.9343065693430657,0.8114104595879557
37450,145.71984435797665,0.0,,0.0,,
37500,145.91439688715954,0.08843813836574554,0.8692699490662139,0.08843813836574554,0.9360146252285192,0.8114104595879557
37550,146.10894941634243,0.0002,,0.0002,,
37600,146.30350194552528,0.08776574581861496,0.8689011455239712,0.08776574581861496,0.9351598173515981,0.8114104595879557
37650,146.49805447470817,0.0001,,0.0001,,
37700,146.69260700389106,0.08712496608495712,0.8692699490662139,0.08712496608495712,0.9360146252285192,0.8114104595879557
37750,146.88715953307394,0.0001,,0.0001,,
37800,147.0817120622568,0.08706802874803543,0.8681644764730818,0.08706802874803543,0.9334548769371012,0.8114104595879557
37850,147.27626459143968,0.0,,0.0,,
37900,147.47081712062257,0.08686117827892303,0.8702679710761378,0.08686117827892303,0.9393939393939394,0.8106180665610143
37950,147.66536964980546,0.0,,0.0,,
38000,147.8599221789883,0.0869799330830574,0.8706382978723404,0.0869799330830574,0.9402573529411765,0.8106180665610143
38050,148.0544747081712,0.0,,0.0,,
38100,148.24902723735408,0.08707214891910553,0.8706382978723404,0.08707214891910553,0.9402573529411765,0.8106180665610143
38150,148.44357976653697,0.0,,0.0,,
38200,148.63813229571986,0.0871497094631195,0.8706382978723404,0.0871497094631195,0.9402573529411765,0.8106180665610143
38250,148.8326848249027,0.0,,0.0,,
38300,149.0272373540856,0.0871775895357132,0.8706382978723404,0.0871775895357132,0.9402573529411765,0.8106180665610143
38350,149.22178988326849,0.0,,0.0,,
38400,149.41634241245137,0.08720432221889496,0.8706382978723404,0.08720432221889496,0.9402573529411765,0.8106180665610143
38450,149.61089494163423,0.0,,0.0,,
38500,149.8054474708171,0.08720362931489944,0.8706382978723404,0.08720362931489944,0.9402573529411765,0.8106180665610143
38550,150.0,0.0,,0.0,,
