step,epoch,loss,f1,loss,precision,recall
17600,68.48249027237354,0.06808467209339142,0.864385297845374,0.06808467209339142,0.92579185520362,0.8106180665610143
17650,68.67704280155642,0.0003,,0.0003,,
17700,68.8715953307393,0.07244765013456345,0.8500414250207124,0.07244765013456345,0.890625,0.8129952456418383
17750,69.06614785992218,0.0008,,0.0008,,
17800,69.26070038910505,0.07255181670188904,0.8638099278744166,0.07255181670188904,0.9296803652968036,0.8066561014263075
17850,69.45525291828794,0.0004,,0.0004,,
17900,69.64980544747081,0.07545002549886703,0.8679727427597956,0.07545002549886703,0.9383057090239411,0.8074484944532488
17950,69.8443579766537,0.0005,,0.0005,,
18000,70.03891050583658,0.07613874971866608,0.8594276094276093,0.07613874971866608,0.9165170556552962,0.8090332805071315
18050,70.23346303501945,0.0006,,0.0006,,
18100,70.42801556420234,0.07591315358877182,0.8656210258584145,0.07591315358877182,0.9307201458523245,0.8090332805071315
18150,70.62256809338521,0.0003,,0.0003,,
18200,70.8171206225681,0.0788227766752243,0.8654822335025382,0.0788227766752243,0.9283121597096189,0.8106180665610143
18250,71.01167315175097,0.0001,,0.0001,,
18300,71.20622568093385,0.07713468372821808,0.8619670747150696,0.07713468372821808,0.9223125564588979,0.8090332805071315
18350,71.40077821011673,0.0005,,0.0005,,
18400,71.59533073929961,0.08074640482664108,0.8639798488664987,0.08074640482664108,0.91875,0.8153724247226625
18450,71.78988326848248,0.0004,,0.0004,,
18500,71.98443579766537,0.0770312175154686,0.8676844783715013,0.0770312175154686,0.9333941605839416,0.8106180665610143
18550,72.17898832684826,0.0005,,0.0005,,
18600,72.37354085603113,0.08212617039680481,0.8676032354193275,0.08212617039680481,0.937442502299908,0.8074484944532488
18650,72.56809338521401,0.0002,,0.0002,,
18700,72.76264591439688,0.07501763850450516,0.8663282571912013,0.07501763850450516,0.9292196007259528,0.8114104595879557
18750,72.95719844357977,0.0004,,0.0004,,
18800,73.15175097276264,0.08217222988605499,0.863157894736842,0.08217222988605499,0.9209344115004492,0.812202852614897
18850,73.34630350194553,0.0002,,0.0002,,
18900,73.5408560311284,0.0842875987291336,0.8731311405382316,0.0842875987291336,0.9471733086190918,0.8098256735340729
18950,73.73540856031128,0.0003,,0.0003,,
19000,73.92996108949416,0.08326321095228195,0.8666948793906051,0.08326321095228195,0.9300635785649409,0.8114104595879557
19050,74.12451361867704,0.0003,,0.0003,,
19100,74.31906614785993,0.07570609450340271,0.846817248459959,0.07570609450340271,0.8789428815004262,0.8169572107765452
19150,74.5136186770428,0.0002,,0.0002,,
19200,74.70817120622569,0.07957671582698822,0.8465651995063761,0.07957671582698822,0.8802395209580839,0.8153724247226625
19250,74.90272373540856,0.0005,,0.0005,,
19300,75.09727626459144,0.07983570545911789,0.8615771812080537,0.07983570545911789,0.9153297682709447,0.8137876386687797
19350,75.29182879377431,0.0002,,0.0002,,
19400,75.4863813229572,0.08327633887529373,0.8644565673520772,0.08327633887529373,0.9188224799286352,0.8161648177496038
19450,75.68093385214007,0.0002,,0.0002,,
19500,75.87548638132296,0.08564713597297668,0.8660488626790228,0.08564713597297668,0.9244604316546763,0.8145800316957211
19550,76.07003891050584,0.0001,,0.0001,,
19600,76.26459143968872,0.08801240473985672,0.8620689655172414,0.08801240473985672,0.9184587813620072,0.812202852614897
19650,76.4591439688716,0.0004,,0.0004,,
19700,76.65369649805447,0.08440975844860077,0.8617472434266327,0.08440975844860077,0.927007299270073,0.8050713153724247
19750,76.84824902723736,0.0001,,0.0001,,
19800,77.04280155642023,0.08411160111427307,0.8644283892902677,0.08411160111427307,0.9321723189734189,0.805863708399366
19850,77.23735408560312,0.0008,,0.0008,,
19900,77.43190661478599,0.0746203064918518,0.8575020955574183,0.0746203064918518,0.9101423487544484,0.8106180665610143
19950,77.62645914396887,0.0004,,0.0004,,
20000,77.82101167315174,0.0685001015663147,0.8652302492606676,0.0685001015663147,0.9266968325791856,0.8114104595879557
20050,78.01556420233463,0.0004,,0.0004,,
20100,78.21011673151752,0.07442846149206161,0.8658743633276741,0.07442846149206161,0.9323583180987203,0.8082408874801902
20150,78.40466926070039,0.0002,,0.0002,,
20200,78.59922178988327,0.07681477069854736,0.8657348581109701,0.07681477069854736,0.9299363057324841,0.8098256735340729
20250,78.79377431906615,0.0001,,0.0001,,
20300,78.98832684824903,0.0819232314825058,0.8600167644593462,0.0819232314825058,0.9128113879003559,0.8129952456418383
20350,79.1828793774319,0.0003,,0.0003,,
20400,79.37743190661479,0.0793043002486229,0.8647058823529412,0.0793043002486229,0.9203935599284436,0.8153724247226625
20450,79.57198443579766,0.0001,,0.0001,,
20500,79.76653696498055,0.08002373576164246,0.8645702306079665,0.08002373576164246,0.9180765805877115,0.8169572107765452
20550,79.96108949416342,0.0004,,0.0004,,
20600,80.1556420233463,0.07869641482830048,0.8655959425190194,0.07869641482830048,0.927536231884058,0.8114104595879557
20650,80.35019455252919,0.0004,,0.0004,,
20700,80.54474708171206,0.07540915161371231,0.8656462585034014,0.07540915161371231,0.9339449541284404,0.8066561014263075
20750,80.73929961089495,0.0001,,0.0001,,
20800,80.93385214007782,0.08061116188764572,0.8659619450317124,0.08061116188764572,0.928377153218495,0.8114104595879557
20850,81.1284046692607,0.0001,,0.0001,,
20900,81.32295719844358,0.08332820981740952,0.8666100254885302,0.08332820981740952,0.9340659340659341,0.8082408874801902
20950,81.51750972762646,0.0005,,0.0005,,
21000,81.71206225680933,0.07665634155273438,0.8641144299537232,0.07665634155273438,0.9210762331838565,0.8137876386687797
21050,81.90661478599222,0.0002,,0.0002,,
21100,82.1011673151751,0.07590080052614212,0.8654576128215943,0.07590080052614212,0.9251577998196574,0.8129952456418383
21150,82.29571984435798,0.0001,,0.0001,,
21200,82.49027237354086,0.07969243079423904,0.8621848739495798,0.07969243079423904,0.9177101967799642,0.8129952456418383
21250,82.68482490272373,0.0003,,0.0003,,
21300,82.87937743190662,0.07617852091789246,0.8527708850289495,0.07617852091789246,0.8918685121107266,0.8169572107765452
21350,83.07392996108949,0.0004,,0.0004,,
21400,83.26848249027238,0.07633011788129807,0.8654822335025382,0.07633011788129807,0.9283121597096189,0.8106180665610143
21450,83.46303501945525,0.0001,,0.0001,,
21500,83.65758754863813,0.07668846845626831,0.8630252100840337,0.07668846845626831,0.9186046511627907,0.8137876386687797
21550,83.852140077821,0.0001,,0.0001,,
21600,84.04669260700389,0.07847007364034653,0.8587002096436059,0.07847007364034653,0.9118432769367765,0.8114104595879557
21650,84.24124513618678,0.0001,,0.0001,,
21700,84.43579766536965,0.0809459313750267,0.866355536699194,0.0809459313750267,0.9324200913242009,0.8090332805071315
21750,84.63035019455253,0.0003,,0.0003,,
21800,84.8249027237354,0.07958297431468964,0.8631756756756755,0.07958297431468964,0.9240506329113924,0.8098256735340729
21850,85.01945525291829,0.0001,,0.0001,,
21900,85.21400778210116,0.08106815814971924,0.8613569321533923,0.08106815814971924,0.9198919891989199,0.8098256735340729
21950,85.40856031128405,0.0001,,0.0001,,
22000,85.60311284046692,0.07988431304693222,0.8615902397980648,0.07988431304693222,0.9183856502242153,0.8114104595879557
22050,85.7976653696498,0.0,,0.0,,
22100,85.99221789883268,0.08235885202884674,0.8612279226240539,0.08235885202884674,0.9175627240143369,0.8114104595879557
22150,86.18677042801556,0.0001,,0.0001,,
22200,86.38132295719845,0.08371651917695999,0.8611111111111112,0.08371651917695999,0.9183123877917415,0.8106180665610143
22250,86.57587548638132,0.0,,0.0,,
22300,86.7704280155642,0.0825071781873703,0.8626790227464195,0.0825071781873703,0.920863309352518,0.8114104595879557
22350,86.96498054474708,0.0004,,0.0004,,
22400,87.15953307392996,0.07985130697488785,0.8626953950147866,0.07985130697488785,0.9239819004524887,0.8090332805071315
22450,87.35408560311284,0.0,,0.0,,
22500,87.54863813229572,0.08259136229753494,0.8623310810810811,0.08259136229753494,0.9231464737793852,0.8090332805071315
22550,87.7431906614786,0.0001,,0.0001,,
22600,87.93774319066148,0.08269539475440979,0.8657348581109701,0.08269539475440979,0.9299363057324841,0.8098256735340729
22650,88.13229571984436,0.0003,,0.0003,,
22700,88.32684824902724,0.08272602409124374,0.8468543046357616,0.08272602409124374,0.8864818024263431,0.8106180665610143
22750,88.52140077821012,0.0,,0.0,,
22800,88.715953307393,0.08528745919466019,0.8468543046357616,0.08528745919466019,0.8864818024263431,0.8106180665610143
22850,88.91050583657588,0.0002,,0.0002,,
22900,89.10505836575875,0.07929070293903351,0.856663872590109,0.07929070293903351,0.9092526690391459,0.8098256735340729
22950,89.29961089494164,0.0001,,0.0001,,
23000,89.49416342412451,0.07987211644649506,0.8698250106700812,0.07987211644649506,0.9426456984273821,0.8074484944532488
23050,89.6887159533074,0.0001,,0.0001,,
23100,89.88326848249027,0.08009699732065201,0.8578616352201257,0.08009699732065201,0.9109528049866429,0.8106180665610143
23150,90.07782101167315,0.0,,0.0,,
23200,90.27237354085604,0.0826542004942894,0.8614736842105263,0.0826542004942894,0.9191374663072777,0.8106180665610143
23250,90.46692607003891,0.0001,,0.0001,,
23300,90.6614785992218,0.08398806303739548,0.8608441287087338,0.08398806303739548,0.9106984969053935,0.8161648177496038
23350,90.85603112840467,0.0001,,0.0001,,
23400,91.05058365758755,0.08426057547330856,0.868131868131868,0.08426057547330856,0.9302536231884058,0.8137876386687797
23450,91.24513618677042,0.0,,0.0,,
23500,91.43968871595331,0.08549575507640839,0.8674290554849642,0.08549575507640839,0.9317561419472248,0.8114104595879557
23550,91.63424124513618,0.0,,0.0,,
23600,91.82879377431907,0.08596301078796387,0.8677966101694916,0.08596301078796387,0.9326047358834244,0.8114104595879557
23650,92.02334630350195,0.0,,0.0,,
23700,92.21789883268482,0.08657523989677429,0.8689011455239712,0.08657523989677429,0.9351598173515981,0.8114104595879557
23750,92.41245136186771,0.0,,0.0,,
23800,92.60700389105058,0.08634336292743683,0.866355536699194,0.08634336292743683,0.9324200913242009,0.8090332805071315
23850,92.80155642023347,0.0001,,0.0001,,
23900,92.99610894941634,0.08579369634389877,0.8615771812080537,0.08579369634389877,0.9153297682709447,0.8137876386687797
23950,93.19066147859922,0.0,,0.0,,
24000,93.3852140077821,0.08573772013187408,0.8635027299454011,0.08573772013187408,0.9186773905272565,0.8145800316957211
24050,93.57976653696498,0.0001,,0.0001,,
24100,93.77431906614785,0.08557326346635818,0.865206402695872,0.08557326346635818,0.9235611510791367,0.8137876386687797
24150,93.96887159533074,0.0,,0.0,,
24200,94.16342412451363,0.08616054803133011,0.8654822335025382,0.08616054803133011,0.9283121597096189,0.8106180665610143
24250,94.3579766536965,0.0,,0.0,,
24300,94.55252918287938,0.08735717087984085,0.8661016949152542,0.08735717087984085,0.930783242258652,0.8098256735340729
24350,94.74708171206225,0.0001,,0.0001,,
24400,94.94163424124514,0.08734174817800522,0.8659619450317124,0.08734174817800522,0.928377153218495,0.8114104595879557
24450,95.13618677042801,0.0,,0.0,,
24500,95.3307392996109,0.08675387501716614,0.8632911392405063,0.08675387501716614,0.9232851985559567,0.8106180665610143
24550,95.52529182879377,0.0001,,0.0001,,
24600,95.71984435797665,0.08733832091093063,0.8630425621576066,0.08733832091093063,0.9216921692169217,0.8114104595879557
24650,95.91439688715953,0.0,,0.0,,
24700,96.10894941634241,0.08792389929294586,0.8630425621576066,0.08792389929294586,0.9216921692169217,0.8114104595879557
24750,96.3035019455253,0.0,,0.0,,
24800,96.49805447470817,0.08802321553230286,0.8587002096436059,0.08802321553230286,0.9118432769367765,0.8114104595879557
24850,96.69260700389106,0.0,,0.0,,
24900,96.88715953307393,0.08855509012937546,0.8608659100462379,0.08855509012937546,0.9167412712623098,0.8114104595879557
24950,97.08171206225681,0.0,,0.0,,
25000,97.27626459143968,0.08885016292333603,0.8608659100462379,0.08885016292333603,0.9167412712623098,0.8114104595879557
25050,97.47081712062257,0.0001,,0.0001,,
25100,97.66536964980544,0.08919024467468262,0.8630425621576066,0.08919024467468262,0.9216921692169217,0.8114104595879557
25150,97.85992217898833,0.0001,,0.0001,,
25200,98.05447470817121,0.08940906077623367,0.8630425621576066,0.08940906077623367,0.9216921692169217,0.8114104595879557
25250,98.24902723735408,0.0,,0.0,,
25300,98.44357976653697,0.08955966681241989,0.8626790227464195,0.08955966681241989,0.920863309352518,0.8114104595879557
25350,98.63813229571984,0.0,,0.0,,
25400,98.83268482490273,0.08967836201190948,0.8630425621576066,0.08967836201190948,0.9216921692169217,0.8114104595879557
25450,99.0272373540856,0.0001,,0.0001,,
25500,99.22178988326849,0.08981776982545853,0.861952861952862,0.08981776982545853,0.9192100538599641,0.8114104595879557
25550,99.41634241245136,0.0001,,0.0001,,
25600,99.61089494163424,0.08972384035587311,0.861952861952862,0.08972384035587311,0.9192100538599641,0.8114104595879557
25650,99.80544747081711,0.0001,,0.0001,,
25700,100.0,0.08971881121397018,0.861952861952862,0.08971881121397018,0.9192100538599641,0.8114104595879557
25750,100.19455252918289,0.0013,,0.0013,,
25800,100.38910505836576,0.07497427612543106,0.8600083577099874,0.07497427612543106,0.9098143236074271,0.8153724247226625
25850,100.58365758754864,0.0015,,0.0015,,
25900,100.77821011673151,0.07699894160032272,0.8634249471458773,0.07699894160032272,0.9256572982774252,0.8090332805071315
25950,100.9727626459144,0.0005,,0.0005,,
26000,101.16731517509727,0.079412542283535,0.8441717791411043,0.079412542283535,0.8723584108199492,0.8177496038034865
26050,101.36186770428016,0.0015,,0.0015,,
26100,101.55642023346303,0.06025009974837303,0.8629100084104289,0.06025009974837303,0.9193548387096774,0.8129952456418383
26150,101.75097276264592,0.0019,,0.0019,,
26200,101.94552529182879,0.0727897584438324,0.8599074463609592,0.0727897584438324,0.9165919282511211,0.8098256735340729
26250,102.14007782101167,0.0009,,0.0009,,
26300,102.33463035019456,0.0704437792301178,0.8635403464300804,0.0704437792301178,0.9248868778280543,0.8098256735340729
26350,102.52918287937743,0.0007,,0.0007,,
26400,102.72373540856032,0.07091246545314789,0.8678601875532822,0.07091246545314789,0.9391143911439115,0.8066561014263075
26450,102.91828793774319,0.0006,,0.0006,,
26500,103.11284046692607,0.06238696351647377,0.8684654300168635,0.06238696351647377,0.9279279279279279,0.8161648177496038
26550,103.30739299610894,0.0004,,0.0004,,
26600,103.50194552529183,0.06753646582365036,0.8609827803443931,0.06753646582365036,0.9159964253798034,0.812202852614897
26650,103.6964980544747,0.0006,,0.0006,,
26700,103.89105058365759,0.06862705200910568,0.8642495784148397,0.06862705200910568,0.9234234234234234,0.812202852614897
26750,104.08560311284047,0.0006,,0.0006,,
26800,104.28015564202335,0.07674021273851395,0.8714893617021277,0.07674021273851395,0.9411764705882353,0.8114104595879557
26850,104.47470817120623,0.0004,,0.0004,,
26900,104.6692607003891,0.0758909285068512,0.8777969018932875,0.0758909285068512,0.96045197740113,0.8082408874801902
26950,104.86381322957199,0.0004,,0.0004,,
27000,105.05836575875486,0.07624346762895584,0.8699360341151385,0.07624346762895584,0.9418282548476454,0.8082408874801902
27050,105.25291828793775,0.0003,,0.0003,,
27100,105.44747081712062,0.06770291924476624,0.8725868725868726,0.06770291924476624,0.9513564078578111,0.805863708399366
27150,105.6420233463035,0.0001,,0.0001,,
27200,105.83657587548637,0.07193371653556824,0.8644565673520772,0.07193371653556824,0.9188224799286352,0.8161648177496038
27250,106.03112840466926,0.0002,,0.0002,,
27300,106.22568093385215,0.0729154571890831,0.8690831556503198,0.0729154571890831,0.9409048938134811,0.8074484944532488
27350,106.42023346303502,0.0007,,0.0007,,
27400,106.6147859922179,0.07011496275663376,0.8660752006759611,0.07011496275663376,0.9276018099547512,0.812202852614897
27450,106.80933852140078,0.0006,,0.0006,,
27500,107.00389105058366,0.0696941390633583,0.8601340033500837,0.0696941390633583,0.9120781527531083,0.8137876386687797
27550,107.19844357976653,0.0002,,0.0002,,
27600,107.39299610894942,0.07467366755008698,0.864,0.07467366755008698,0.921832884097035,0.8129952456418383
27650,107.58754863813229,0.0004,,0.0004,,
27700,107.78210116731518,0.06837639957666397,0.8561928512053201,0.06837639957666397,0.9003496503496503,0.8161648177496038
27750,107.97665369649805,0.0002,,0.0002,,
27800,108.17120622568093,0.08037690073251724,0.8657094594594595,0.08037690073251724,0.9267631103074141,0.812202852614897
27850,108.36575875486382,0.0007,,0.0007,,
27900,108.56031128404669,0.0713234394788742,0.85678496868476,0.0713234394788742,0.9055604589585172,0.8129952456418383
27950,108.75486381322958,0.0003,,0.0003,,
28000,108.94941634241245,0.07902572304010391,0.87292817679558,0.07902572304010391,0.9413382218148487,0.8137876386687797
28050,109.14396887159533,0.0003,,0.0003,,
28100,109.3385214007782,0.07142724841833115,0.8649789029535865,0.07142724841833115,0.9250902527075813,0.812202852614897
28150,109.53307392996109,0.0001,,0.0001,,
28200,109.72762645914396,0.07586682587862015,0.862662746745065,0.07586682587862015,0.9177837354781054,0.8137876386687797
28250,109.92217898832685,0.0006,,0.0006,,
28300,110.11673151750973,0.07359848916530609,0.8698947368421053,0.07359848916530609,0.9281221922731356,0.8185419968304279
28350,110.3112840466926,0.0002,,0.0002,,
28400,110.50583657587549,0.07840467244386673,0.8608441287087338,0.07840467244386673,0.9106984969053935,0.8161648177496038
28450,110.70038910505836,0.0004,,0.0004,,
28500,110.89494163424125,0.07420244812965393,0.8695282617934552,0.07420244812965393,0.9376718606782768,0.8106180665610143
28550,111.08949416342412,0.0001,,0.0001,,
28600,111.284046692607,0.0768984705209732,0.8620401337792641,0.0768984705209732,0.9123893805309734,0.8169572107765452
28650,111.47859922178988,0.0004,,0.0004,,
28700,111.67315175097276,0.07761114835739136,0.8668363019508059,0.07761114835739136,0.9324817518248175,0.8098256735340729
28750,111.86770428015564,0.0008,,0.0008,,
28800,112.06225680933852,0.07447735965251923,0.8707482993197279,0.07447735965251923,0.9394495412844037,0.8114104595879557
28850,112.2568093385214,0.0002,,0.0002,,
28900,112.45136186770428,0.07983033359050751,0.8647058823529412,0.07983033359050751,0.9203935599284436,0.8153724247226625
28950,112.64591439688716,0.0002,,0.0002,,
29000,112.84046692607004,0.08227726072072983,0.8538302277432712,0.08227726072072983,0.8941890719861232,0.8169572107765452
29050,113.03501945525292,0.0006,,0.0006,,
29100,113.2295719844358,0.07807758450508118,0.8544172542513481,0.07807758450508118,0.896431679721497,0.8161648177496038
29150,113.42412451361868,0.0001,,0.0001,,
29200,113.61867704280155,0.07696133852005005,0.8715986394557824,0.07696133852005005,0.9403669724770642,0.812202852614897
29250,113.81322957198444,0.0002,,0.0002,,
29300,114.00778210116732,0.07508458942174911,0.8646837033933807,0.07508458942174911,0.9173333333333333,0.8177496038034865
29350,114.2023346303502,0.0002,,0.0002,,
29400,114.39688715953308,0.07674531638622284,0.868131868131868,0.07674531638622284,0.9302536231884058,0.8137876386687797
29450,114.59143968871595,0.0001,,0.0001,,
29500,114.78599221789884,0.08053435385227203,0.8642495784148397,0.08053435385227203,0.9234234234234234,0.812202852614897
29550,114.98054474708171,0.0007,,0.0007,,
29600,115.1750972762646,0.0776919275522232,0.868020304568528,0.0776919275522232,0.9310344827586207,0.8129952456418383
29650,115.36964980544747,0.0006,,0.0006,,
29700,115.56420233463035,0.07589001208543777,0.8691232528589581,0.07589001208543777,0.9335759781619655,0.8129952456418383
29750,115.75875486381322,0.0001,,0.0001,,
29800,115.95330739299611,0.07936583459377289,0.8655710071639274,0.07936583459377289,0.9243924392439244,0.8137876386687797
29850,116.147859922179,0.0001,,0.0001,,
29900,116.34241245136187,0.07851773500442505,0.8673986486486486,0.07851773500442505,0.9285714285714286,0.8137876386687797
29950,116.53696498054475,0.0003,,0.0003,,
30000,116.73151750972762,0.07664632052183151,0.8738777255237281,0.07664632052183151,0.9489322191272052,0.8098256735340729
30050,116.92607003891051,0.0002,,0.0002,,
30100,117.12062256809338,0.07239536941051483,0.8672566371681416,0.07239536941051483,0.9261926192619262,0.8153724247226625
30150,117.31517509727627,0.0003,,0.0003,,
30200,117.50972762645914,0.08054262399673462,0.8705281090289608,0.08054262399673462,0.9410681399631676,0.8098256735340729
30250,117.70428015564202,0.0001,,0.0001,,
30300,117.8988326848249,0.082111656665802,0.8687552921253175,0.082111656665802,0.9327272727272727,0.8129952456418383
30350,118.09338521400778,0.0001,,0.0001,,
30400,118.28793774319067,0.08192330598831177,0.864228667507356,0.08192330598831177,0.9203222918531782,0.8145800316957211
30450,118.48249027237354,0.0004,,0.0004,,
30500,118.67704280155642,0.0735032930970192,0.868421052631579,0.0735032930970192,0.9351005484460695,0.8106180665610143
30550,118.8715953307393,0.0003,,0.0003,,
30600,119.06614785992218,0.07107357680797577,0.8700084961767205,0.07107357680797577,0.9377289377289377,0.8114104595879557
30650,119.26070038910505,0.0002,,0.0002,,
30700,119.45525291828794,0.07561743259429932,0.8724946695095949,0.07561743259429932,0.9445983379501385,0.8106180665610143
30750,119.64980544747081,0.0002,,0.0002,,
30800,119.8443579766537,0.07876497507095337,0.8758561643835617,0.07876497507095337,0.952513966480447,0.8106180665610143
30850,120.03891050583658,0.0004,,0.0004,,
30900,120.23346303501945,0.0759059265255928,0.8693446088794926,0.0759059265255928,0.9320036264732547,0.8145800316957211
30950,120.42801556420234,0.0002,,0.0002,,
31000,120.62256809338521,0.07768164575099945,0.866274179983179,0.07768164575099945,0.9229390681003584,0.8161648177496038
31050,120.8171206225681,0.0001,,0.0001,,
31100,121.01167315175097,0.08025674521923065,0.8644351464435146,0.08025674521923065,0.9157801418439716,0.8185419968304279
31150,121.20622568093385,0.0001,,0.0001,,
31200,121.40077821011673,0.08137901872396469,0.8690878378378378,0.08137901872396469,0.930379746835443,0.8153724247226625
31250,121.59533073929961,0.0001,,0.0001,,
31300,121.78988326848248,0.08339380472898483,0.8689422671723556,0.08339380472898483,0.927992799279928,0.8169572107765452
31350,121.98443579766537,0.0002,,0.0002,,
31400,122.17898832684826,0.0816567987203598,0.8713375796178343,0.0816567987203598,0.938700823421775,0.8129952456418383
31450,122.37354085603113,0.0001,,0.0001,,
31500,122.56809338521401,0.08248698711395264,0.8720338983050848,0.08248698711395264,0.9371584699453552,0.8153724247226625
31550,122.76264591439688,0.0001,,0.0001,,
31600,122.95719844357977,0.08238250017166138,0.8728813559322033,0.08238250017166138,0.9380692167577414,0.8161648177496038
31650,123.15175097276264,0.0002,,0.0002,,
31700,123.34630350194553,0.08360433578491211,0.8665540540540541,0.08360433578491211,0.9276672694394213,0.8129952456418383
31750,123.5408560311284,0.0004,,0.0004,,
31800,123.73540856031128,0.07482095062732697,0.8658227848101265,0.07482095062732697,0.9259927797833934,0.8129952456418383
31850,123.92996108949416,0.0001,,0.0001,,
31900,124.12451361867704,0.06998216360807419,0.868131868131868,0.06998216360807419,0.9302536231884058,0.8137876386687797
31950,124.31906614785993,0.0004,,0.0004,,
32000,124.5136186770428,0.07345425337553024,0.8689771766694845,0.07345425337553024,0.9311594202898551,0.8145800316957211
32050,124.70817120622569,0.0002,,0.0002,,
32100,124.90272373540856,0.07878422737121582,0.8718166383701188,0.07878422737121582,0.9387568555758684,0.8137876386687797
32150,125.09727626459144,0.0001,,0.0001,,
32200,125.29182879377431,0.08251404762268066,0.8752660706683695,0.08251404762268066,0.9457221711131555,0.8145800316957211
32250,125.4863813229572,0.0,,0.0,,
32300,125.68093385214007,0.08244715631008148,0.876068376068376,0.08244715631008148,0.950834879406308,0.812202852614897
32350,125.87548638132296,0.0003,,0.0003,,
32400,126.07003891050584,0.08039126545190811,0.8761251607372482,0.08039126545190811,0.954248366013072,0.8098256735340729
32450,126.26459143968872,0.0003,,0.0003,,
32500,126.4591439688716,0.07722867280244827,0.8689361702127658,0.07722867280244827,0.9384191176470589,0.8090332805071315
32550,126.65369649805447,0.0002,,0.0002,,
32600,126.84824902723736,0.07701944559812546,0.8668363019508059,0.07701944559812546,0.9324817518248175,0.8098256735340729
32650,127.04280155642023,0.0001,,0.0001,,
32700,127.23735408560312,0.07855669409036636,0.8715322236448997,0.07855669409036636,0.9444958371877891,0.8090332805071315
32750,127.43190661478599,0.0001,,0.0001,,
32800,127.62645914396887,0.08027569204568863,0.8701575138356747,0.08027569204568863,0.9402023919043239,0.8098256735340729
32850,127.82101167315174,0.0,,0.0,,
32900,128.01556420233464,0.08259275555610657,0.8733960650128314,0.08259275555610657,0.9488847583643123,0.8090332805071315
32950,128.2101167315175,0.0001,,0.0001,,
33000,128.4046692607004,0.08343574404716492,0.8661283467913302,0.08343574404716492,0.9340054995417049,0.8074484944532488
33050,128.59922178988327,0.0,,0.0,,
33100,128.79377431906616,0.0845823809504509,0.8664688427299703,0.0845823809504509,0.9316317228805834,0.8098256735340729
33150,128.98832684824902,0.0002,,0.0002,,
33200,129.1828793774319,0.08271203190088272,0.8691588785046729,0.08271203190088272,0.9368131868131868,0.8106180665610143
33250,129.3774319066148,0.0001,,0.0001,,
33300,129.57198443579767,0.07769744098186493,0.8766652342071337,0.07769744098186493,0.9577464788732394,0.8082408874801902
33350,129.76653696498053,0.0,,0.0,,
33400,129.96108949416342,0.07967473566532135,0.8743589743589744,0.07967473566532135,0.9489795918367347,0.8106180665610143
33450,130.1556420233463,0.0002,,0.0002,,
33500,130.3501945525292,0.07837089896202087,0.8654822335025382,0.07837089896202087,0.9283121597096189,0.8106180665610143
33550,130.54474708171207,0.0001,,0.0001,,
33600,130.73929961089493,0.07648684829473495,0.8653440270156183,0.07648684829473495,0.9259259259259259,0.812202852614897
33650,130.93385214007782,0.0,,0.0,,
33700,131.1284046692607,0.07902199029922485,0.8686782830429239,0.07902199029922485,0.9367552703941339,0.8098256735340729
33750,131.3229571984436,0.0,,0.0,,
33800,131.51750972762645,0.08084529638290405,0.8711186729051468,0.08084529638290405,0.9403122130394858,0.8114104595879557
33850,131.71206225680933,0.0,,0.0,,
33900,131.90661478599222,0.08225961029529572,0.8732394366197184,0.08225961029529572,0.9463459759481961,0.8106180665610143
33950,132.1011673151751,0.0001,,0.0001,,
34000,132.295719844358,0.08258436620235443,0.8547717842323651,0.08258436620235443,0.8972125435540069,0.8161648177496038
34050,132.49027237354085,0.0001,,0.0001,,
34100,132.68482490272373,0.07799050211906433,0.8729139922978179,0.07799050211906433,0.9488372093023256,0.8082408874801902
34150,132.87937743190662,0.0,,0.0,,
34200,133.0739299610895,0.07939323037862778,0.8746781115879829,0.07939323037862778,0.954119850187266,0.8074484944532488
34250,133.26848249027236,0.0,,0.0,,
34300,133.46303501945525,0.08137750625610352,0.8673986486486486,0.08137750625610352,0.9285714285714286,0.8137876386687797
34350,133.65758754863813,0.0,,0.0,,
34400,133.85214007782102,0.08252330869436264,0.8672865595942518,0.08252330869436264,0.9293478260869565,0.8129952456418383
34450,134.0466926070039,0.0,,0.0,,
34500,134.24124513618676,0.08248068392276764,0.8663011387600169,0.08248068392276764,0.9260595130748422,0.8137876386687797
34550,134.43579766536965,0.0,,0.0,,
34600,134.63035019455253,0.08228698372840881,0.8644781144781144,0.08228698372840881,0.921903052064632,0.8137876386687797
34650,134.82490272373542,0.0001,,0.0001,,
34700,135.01945525291828,0.08134055137634277,0.8689011455239712,0.08134055137634277,0.9351598173515981,0.8114104595879557
34750,135.21400778210116,0.0002,,0.0002,,
34800,135.40856031128405,0.07946361601352692,0.8696390658174098,0.07946361601352692,0.9368709972552608,0.8114104595879557
34850,135.60311284046693,0.0001,,0.0001,,
34900,135.7976653696498,0.08118121325969696,0.8691232528589581,0.08118121325969696,0.9335759781619655,0.8129952456418383
34950,135.99221789883268,0.0001,,0.0001,,
35000,136.18677042801556,0.08309633284807205,0.8694915254237289,0.08309633284807205,0.9344262295081968,0.8129952456418383
35050,136.38132295719845,0.0,,0.0,,
35100,136.57587548638134,0.08470816910266876,0.868276154171961,0.08470816910266876,0.9326660600545951,0.812202852614897
35150,136.7704280155642,0.0,,0.0,,
